,gas_charge_C,gas_charge_H_max,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
167,-0.06277,0.02331,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,21,-0.0549403,14,10.1021/jo00045a004
168,-0.04937,0.02698,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,23,0.0723418,14,10.1021/jo00045a004
169,-0.04935,0.02698,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,24,0.0670823,14,10.1021/jo00045a004
170,-0.03256,0.03114,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,25,0.1276007,14,10.1021/jo00045a004
171,-0.03353,0.03092,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,26,0.0851095,14,10.1021/jo00045a004
172,-0.03584,0.02815,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,27,0.124402,14,10.1021/jo00045a004
173,0.03085,0.04379,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,28,0.0907949,14,10.1021/jo00045a004
174,0.00132,0.03195,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,32,0.0162558,14,10.1021/jo00045a004
175,0.08059,0.06698,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,-0.0058536,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
176,0.04575,0.03852,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,4,0.15268,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
177,-0.03991,0.02752,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,5,0.0255766,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
178,-0.04035,0.03031,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,6,0.1035944,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
179,-0.06221,0.02333,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,7,-0.02727,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
180,-0.03313,0.03111,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,8,0.1620335,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
181,-0.04937,0.02698,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,9,0.0666513,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
182,-0.04935,0.02698,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,10,0.0668662,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
183,-0.0326,0.03113,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,11,0.1009233,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
184,-0.03467,0.03088,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,12,0.0551924,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
185,-0.04959,0.02697,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,13,0.0142364,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
186,-0.0495,0.02697,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,14,0.0185368,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
187,-0.03221,0.03098,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,15,0.0208037,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
188,-0.01239,0.03075,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,16,-0.0009607,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
189,0.10208,0.07438,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,17,-0.0033094,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
190,0.03396,0.03485,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,20,0.0157683,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
191,-0.01521,0.03046,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,22,0.014132,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
192,-0.0438,0.02737,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,23,0.0256594,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
193,-0.0591,0.02362,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,25,0.0027991,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
194,-0.0326,0.03113,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,26,0.0838108,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
195,-0.0491,0.02699,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,27,0.0427008,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
196,-0.04702,0.02724,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,28,0.0589684,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
197,-0.05909,0.02362,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,30,-0.0180829,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
198,0.08059,0.06698,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,0,-0.0058536,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
199,0.04575,0.03852,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,4,0.15268,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
200,-0.0399,0.02752,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,5,0.0197302,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
201,-0.04021,0.03031,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,6,0.081651,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
202,-0.06221,0.02333,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,7,-0.0349507,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
203,-0.02959,0.03125,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,8,0.1690288,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
204,-0.04923,0.02698,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,9,0.0459309,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
205,-0.04921,0.02698,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,10,0.0715114,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
206,-0.02906,0.03127,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,11,0.119102,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
207,-0.0344,0.03088,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,12,0.0425322,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
208,-0.04959,0.02697,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,13,0.0185024,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
209,-0.04949,0.02697,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,14,0.0185368,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
210,-0.0322,0.03098,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,15,0.0184738,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
211,-0.01239,0.03075,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,16,-0.0009607,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
212,0.10208,0.07438,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,17,-0.0033094,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
213,0.03396,0.03485,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,20,0.0157683,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
214,-0.01521,0.03046,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,22,0.014132,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
215,-0.04379,0.02737,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,23,0.0251408,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
216,-0.0591,0.02362,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,25,0.0026103,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
217,-0.02907,0.03127,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,26,0.0951174,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
218,-0.01154,0.03078,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,27,0.0082934,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
219,0.10794,0.07499,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,28,0.048815,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
220,0.03396,0.03485,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,31,0.0157683,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
221,-0.05554,0.02376,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,34,0.0014527,8,https://www.sciencedirect.com/science/article/pii/S0040403900602022
222,0.03396,0.03485,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,0,0.0157683,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
223,0.10208,0.07438,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,4,-0.0028572,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
224,-0.01521,0.03046,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,5,0.0162343,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
225,-0.0438,0.02737,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,6,0.054084,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
226,-0.0591,0.02362,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,8,0.0232952,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
227,-0.03221,0.03098,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,9,0.057256,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
228,-0.04949,0.02697,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,10,0.0480178,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
229,-0.04959,0.02697,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,11,0.0963687,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
230,-0.03454,0.03088,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,12,0.1084271,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
231,-0.03259,0.03113,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,13,0.1294412,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
232,-0.04897,0.02699,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,14,0.0699884,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
233,-0.04375,0.02737,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,15,0.0631707,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
234,-0.05582,0.02375,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,17,-0.035232,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
235,0.10738,0.07497,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,18,0.0279739,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
236,0.03396,0.03485,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,21,0.0157834,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
237,-0.01491,0.03048,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,23,0.0194436,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
238,-0.04597,0.02711,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,24,0.0562491,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
239,-0.02921,0.03127,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,25,0.0748326,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
240,-0.01239,0.03075,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1,26,0.0130713,13,https://www.sciencedirect.com/science/article/pii/S0040403900602022
241,0.03396,0.03485,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,0,0.0157683,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
242,0.10208,0.07438,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,4,-0.0028572,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
243,-0.01521,0.03046,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,5,0.0162343,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
244,-0.0438,0.02737,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,6,0.054084,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
245,-0.0591,0.02362,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,8,0.0232952,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
246,-0.03221,0.03098,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,9,0.057256,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
247,-0.0495,0.02697,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,10,0.0480178,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
248,-0.04959,0.02697,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,11,0.0963687,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
249,-0.03467,0.03088,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,12,0.1060591,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
250,-0.0326,0.03113,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,13,0.1294412,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
251,-0.0491,0.02699,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,14,0.0676098,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
252,-0.04702,0.02724,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,15,0.0758635,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
253,-0.05909,0.02362,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,17,-0.0116342,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
254,-0.03315,0.03111,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,18,0.1526686,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
255,-0.0409,0.03029,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,19,0.1280872,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
256,-0.06222,0.02333,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,20,-0.0272633,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
257,-0.05042,0.02694,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,21,0.0410964,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
258,-0.0528,0.02667,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,22,0.0596436,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
259,-0.05096,0.02692,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,23,0.0235085,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
260,-0.04713,0.0297,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,24,0.0698709,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
261,-0.06277,0.02331,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,25,-0.0549403,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
262,-0.04937,0.02698,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,27,0.0672048,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
263,-0.04935,0.02698,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,28,0.0631174,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
264,-0.0326,0.03113,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,29,0.0743827,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
265,-0.01239,0.03075,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,30,0.0130713,18,https://www.sciencedirect.com/science/article/pii/S0040403900602022
266,0.08067,0.06698,COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
